label	text_a
1	看了一些对这本书的评论，有些让人着急，发现一些家长在看书的时候一个很关键的问题没有注意到，就是大人的经络跟孩子是不同，千万不要用《人体经络使用手册》里的经络穴位手法来对照孩子的，对于一本书的价值，我个人觉得是“取其精华去其糟粕”，没有必要全信也没有必要一棍子打死说得一无是处。最为家长都是为孩子好，所以一些必要的医学常识家长是要掌握的，取百家之长是必须的。
0	原配的windows驱动盘不错，只是安装无线网卡遇到点麻烦，先用自带光盘上GE780到NE771都没有用。后来上网查找，才知道这款机器用的无线网卡是NE-766。再到网上搜索驱动，下载测试，OK！
0	草草通看了一遍，太一般了，和末流仅相去步武印数多，卖数也多，如此炙手不知何因，虽然出版商外加某某的热炒吹捧实在也不妨碍它成为一本快餐书忝列论注，实为末流
0	地毯很赃 床墊下的彈簧凸出來 睡得很不舒服 隔音很差 很吵 離市區有段距離 不是很方便 我覺得糟糕透了 补充点评 2007年7月2日 ： 酒店的外覌很美 很棒 但進去房間以後 大失所望 為什麼裏外會差這麼多 本來打算住二天 後來住一天就退房了
1	漂亮...就是系统很难搞.....ghost不进去...BIOS修改IDE还是不行,后来拿安装版才装进去...
1	1月就买了此书，常看作者的博客，买书后，基本是一气呵成的读完。作者长期研究经济，关注民生，是国家不可多得的人才。书中全面介绍了金融危机的产生，过程，对当今世界经济生活的影响，全面串联了全球货币政策、经济各个方面的战略书。对普通民众也很有启发。如对“资源为王”，人民币国际化等对国家应对危机提出很多可行的战略政策。一本及时的好书。殷切希望各级领导能好好读读。
0	这本书是我买的最糟糕的书之一，我觉得它有以下几个问题：第一，图画太小而且图画布局拥挤，不适合我的幼儿园托班阶段的女儿看，甚至连我自己看都觉得不舒服。第二，有文化差异，书里面的人物场景和图画风格都是西方的，我觉得并不适合中国的孩子认知，因为他们很难将书里的物体与现实周围的物体对应。对幼小的孩子来说，可能无法理解一些西式幽默的内涵。第三，我觉得它缺少鲜明的主题，比如其中一本讲故事的书，明显是一些故事的简单集合，故事之间没有联系，故事的主题也没有分工（比如可以分工为大自然、爱、智慧、运动等等），所以看完之后，我想不起来看了什么。
0	本来是很高兴的，结果书读了一部分，发现里面竟然有6页是空白？！晕啊，真是气没处出，网上买书有风险啊
0	低端机。散热，做工，设计，用料比高端的还是差一些的。看在价格便宜的份上就忍了吧。
1	很小巧轻薄~~是我一直所希望拥有的笔记本类型~~现在已经不喜欢玩什么游戏了~~所以上网或者看电影非常好~~qq游戏~~哈哈
1	我是通过网上别的妈妈的介绍，买了第一辑和第二辑共九本书。作为六一儿童节的礼物送给我的宝宝。当送货员把书送到我的手上时，我就先看了看。我觉得真的没有买错，它的内容和图画都非常精彩生动易懂，很适合我的小孩看。当我把书拿给我的小孩时，宝宝非常开心激动爱不释手迫不及侍的要我讲给他听。父母经常送礼物给小孩，但能送一个能让宝宝开心和受益的礼物。花点钱也很值得。
0	方便的地方: 1),离机场近; 2),有车接送,很方便. 极度不满的地方: 1),骚扰电话不停,对电话那头说:'你们再打电话,我要报警了"得到嚣张的答复:"有种你去报啊!"吓得赶紧把电话线给拔了; 2),在大堂里面的商店买矿泉水,因为没有零钱,给了张100块的,结果找回一张50的假钱.过后才发觉. 不建议大家在那里住.
1	房间环境不错，前台礼貌服务也很到位，好评！
1	昨天买了这个本本，收到后一看开始搞活动送内存，送硬盘了....订单完成了也没有办法了...感觉有点不厚道啊
0	从头到尾性压抑，大量篇幅放在重复而毫无变化的心理活动上，意义不大。本来很简单的故事，写了这么长却还是显得很单薄，人物形象平的像一张纸，可是这样一本书受到如此众人追捧却很有点意思，难道现在中国人对“纯爱”渴望到这个程度？真压抑。
1	外形很漂亮，有买的冲动。 不过我还是没买，屏幕太小不适合我这近视人士，我这是帮朋友买的。
1	1.轻便小巧，做工比较精致； 2.屏幕显示效果不错，可视角度，左右看很赞，上下看还是有点窄。 3.键盘超赞，打字很舒服，玩过华硕的易PC，打字太痛苦了； 4.电池持续较长，基本5个小时没有问题。
0	我觉得内容很空，不如简介里说的好，虽然书很厚但文字大，行距也大。20多分钟就基本翻完了
1	大学时老师推荐的第一本书就是《光荣与梦想》，但很可惜当时并没有读完它，不然我觉得自己距离记者的梦想会更近一些。美国人记录历史的方式和中国传统的官修正史或民修野史迥然不同。这本书基本涵盖了当时社会生活的方方面面，大到二战、经济危机、阿波罗登月这样的宏观叙事话题，小到百姓服饰、流行音乐、广告语这样的家长里短，都一应俱全。且不让人觉得繁琐无趣，读起来妙趣横生。
0	第一次给一家酒店1分，是因为它挂着四星的牌子。虽然价格在江阴的同级酒店算便宜的，但它确实是我住过的最差劲的四星级酒店。 建议把四星的牌子先摘掉，从二星级的某些方面开始做起，然后向三星级看齐，等到所有三星级标准都符合了，才把四星的牌子重新挂上。 空调得弄一弄了，实在太吵了。 卫生间的设施，就算不换新的，也得弄得给人感觉不会太旧，居然有些地方还发黄了，就连上海路边的公共厕所都不会比它差。 房间？也就二星级的水准，糊弄客人也不是这样糊弄的啊！
0	这本书的唯一优点就是让我明白了什么是炒作！这世道啊，三教九流都来写书了，一不小心还成了畅销书！我觉得写评论要凭良心，因为我们的评论有可能会影响到其他顾客的选择。这本书讲的东西大都是自己的经验，至于科学依据嘛，她讲不清楚，我个人认为不可信。希望大家好好考虑！
1	08年4月初住过一夜。总体感觉不错，特别是对着钟山的那一面，隔壁是南京博物馆，也有许多好东西看。就是楼下什么淮扬菜的餐厅贵了点，菜也一般。还想说一句，就是来了几次南京，感觉都是那么好！ 补充点评 2008年4月27日 ： 记得说下缺点，就是上网要钱！作为五星级酒店，没必要那么小气吧？
1	这是我第一次在当当网上为书发表评论。因为我希望我的留言能够让更多人来读《动物档案》和《一只蚂蚁领着我走》。我相信会有更多爱动物和尚未发现自己爱动物、爱自然的人，能因为读了蒋子丹的这两本书，而作出更加积极的言行，共同爱护地球上的所有生灵。请你一定要读这两本书。当然，如果你读完没有一丝感动和沉思，那我只能跟您说：对不起，浪费您的时间了！您确实和我不是一路人！
0	装XP非常麻烦，需要准备外置软驱，给光驱及南桥装驱动。官方没有驱动下载。只有打客服电话要他们发给你。尤其声卡，极其麻烦。建议菜鸟要装XP不要买这机子。装Vista的没问题。
0	我算了一下，待机时间差不多六个小时，好像跟宣传中的有些差异。还有更郁闷的是才刚买了两天，京东就有返200元现金的活动了，唉
0	这本书装订得很差，拿到书没看一天，就裂成好几份了。仔细一看，这书是立面贴了一长条胶状，所有的书页都靠这层胶粘着，很容易就分裂了。
1	房间装饰不错也干净，环境也好，泳池水比较清洁，适合度假。
1	很少去宜昌，听同事介绍的，性价比不错，在宜昌市算是比较好的酒店了。
1	买完就降，哎 郁闷不，还可以咯，三星屏，反正感觉还行，能用就OK QQ339546 有使用的朋友一起交流交流，基本没出啥问题
1	我觉得这本书写的相当的真实，相当的感人，用看似平淡的语言，简简单单的话语，就将有关母亲的所有细节都描写的清清楚楚。用完美的文字表达了作者对母亲的那份挚爱与眷恋。虽然文章看起来很平淡，但是，说实话，我真的被感动了！！树欲静而风不止，子欲孝而亲不待，抓紧时间孝敬我们自己的父母吧！！！！
0	书中的内容随处可见……让人不得不承认的是，它的包装，纸张很好。给人很干净的感觉～～
0	长时间使用左手托出微热，系统是visit的，分区很麻烦，到目前为止还没安上xp，高手指点一下啊。（已经改 了IED下装xp）
0	预订的房间check in时是4楼，电话坏了几天还安排我住，到了晚上十一点发现了，前台回复说明天再给我换。我只住一晚啊，老大。在我坚持下，换了个一楼的房间，外面是停车场，一晚上完全睡不着。
1	宾馆虽然比较老，房间感觉还可以，服务很好，早餐品种少了点。打车起步价到海边。走路15分钟到好又多超市。在开发区里面出差住在这里很方便。
1	因为这里有免费的宽带,才预定了豪华单人大床房...下面是我的一些优缺点评价: 优点: 1.环境不错,别墅型的房子..到处种的椰子树..一个大游泳池. 2.地里位置不错,属于市中心..2分钟路程一个大型超市(对于本地来说),..3分钟路程吃饭的地方很方便,走路2分钟不到就有水果市场..晚上周围的马路上也相当热闹 3.房间还算干净.. 4.有早餐,随便对付一下应该是没有问题的... 缺点: 1.房间比较小,热水好像是有时间才有的..因为我下午洗澡一般都没有热水 2.晚上上网的速度跟牛一样,根本打不开网页..不知道什么原因...问服务台,回答是"我们也是这样的" 总体来说,200多的房价对于这样的酒店算是还可以了...我们出门总不能要求酒店就跟自己的家一样..再说了就是在家你可能也有时候会抱怨卫生间有味道,厨房太小..我们出来了总是随遇而安吧... 祝大家旅程愉快..
1	本本质量不错，值得信赖；另外，京东的服务的确很快，服务态度也挺好。赞一个！！！！
1	在同等价位上来讲配置不错，品牌知名度高，品质也有保证。商务机型，外观一般，按键手感很好，戴尔的电源适配器造型很好，也比较轻巧。
1	交通挺方便，服务也不错，附近走不远就有很多吃的地方，挺好，就是电梯需要用房间钥匙很麻烦。 补充点评 2008年7月14日 ： 电视的台少了些，就那么十来个吧，还很多外国台，国内的地方台大部分看不到，这点不怎么好。
1	还不错，比较实用，装系统千万别看网上傻比功略，纯粹是没事找事，什么用U盘虚拟光驱iso，都是忽悠，最简单的，用U盘做一个WINPE，进pe，然后用PM删了分区，清空MBR，再重新分区，用ghost搞一个系统，半个小时搞定。
0	因为看到书评写得很好,所以才买的,但书买回来后,儿子不一点都不喜欢,我只好自己看啦,觉得不好看,怪不得吸引不到儿子啦!
1	不是特别满意 位置不太好 但价格比较合理 去了才知道，他是3星级的，外表有点旧旧的
1	《伤心咖啡馆之歌》作者麦卡勒斯的第一部长篇小说，也是她最具震撼力的代表作，居“现代文库20世纪百佳英文小说”第17位，曾被评为百部最佳同性恋小说之一。故事的背景类似于《伤心咖啡馆之歌》中炎热的南方小镇。小说主要讲述两个聋哑女孩的同性之爱，她们自言自语又听不到对方的心声，同性之恋若有若无，主旨凸显的是麦卡勒斯式的主题：孤独是绝对的，最深切的爱也无法改变人类最终极的孤独。
0	好烂的酒店，说是宾馆，感觉一点不好，大堂在一边像个临时的，门口没有任何安保人员，窗户旁边就是停放自行车的，毫无安全感。酒店设施陈旧，床又小又难睡，不提供纯净水，烧水非常难喝。卫生间的条件连好点的招待所都不如。早餐样式少还难吃。这是住过得最差的星级酒店，跟经济性快捷酒店都没法比。真不知道携程为什么会推荐。
0	设施很陈旧，卫生间真的有够脏的，没有电梯
0	本来我是很喜欢钢琴面得 但是对于电脑来说 就比较容易脏 所以说 鱼和熊掌不可皆得 自己注意就对了
0	距离市区远，因为有接机服务就选择了，司机态度不好，酒店感觉有点老旧，看到房间内有电脑以为设施不错，可问后知道，只要你用就收一正天费用60，狠啊！就算我不睡觉的用也不值啊！综合：不适合背包客或年轻人
1	林汐算是《最小说》上比较喜欢旳一个作者了。同样。《迷失界限的旅途》并没有让我失望。最感动旳昰故事结尾旳那句“再见”。再见。程介。再见。加井。加井始终认为自己是不属于那个世界旳吧。所以才会选择离开。选择继续回到自己旳世界。始终没有办法让自己先看着程介离开呢。看到加井离开。突然觉得什么都值得了。她只不过昰回到了自己旳世界而已。只昰回去了而已。
1	相比1000H，电池不突出。 待机时间更长。 上网本的基本功能都有了。
0	AMD的处理器发热偏大，显卡好像不支持VISTA的半透明效果，效果大打折扣，本身性能也较低，要是有intel+nidia的版本就完美了。
1	坦白说，酒店比我想象中的好。在三星酒店中属于较好的一类。员工的服务意识很强，不象是内地城市。但是，携程的价钱不够有竞争力，在火车站遇到的拉客的导游，可以提供更好的价格（路遇的旅伴尝试了）。
0	优点：交通便利 缺点：不符合我心中的四星1.酒店的泳池还不如比它小的酒店漂亮。2.在三亚湾又不是亚龙湾，这个价位没有优势，得不到相应的要求。3.与之前的评价不符，a距离春圆海鲜广场没那么近．b楼下的金凤凰广场也没有想的那么好． 总之：下回不会在选择了，还不如花少钱住三亚湾的小型度假村或花同样的钱住环境好的亚龙湾
0	让我最不爽的是没有ＸＰ的驱动盘，我上官网下载花了我一下午时间！
0	G 105M显卡还是弱了些，ATI HD 4570会强些。现在DDR3内存偏贵，等它价格降下来再加内存。
1	虽然表面看很一般,但里面装修还是很精致的,住着干净,舒服;以后去宜兴首选还是宜兴宾馆!
1	不错的酒店，服务很好，总台主管不仅帮我们做了免费升级，还亲自带我们上房间。房间很大，也很舒服，有很大的液晶显示屏，并且有免费饮料和小点心。刚进房间不久就有服务员泡来咖啡，尤其是离开的时候，服务员还帮我们拿了些饮料路上喝，并且还准备了两份报纸。总之来说，服务意识很强，让人感觉很贴心。很满意！唯一有点美中不足的是，有一间房电视信号不是很稳定，不是很清楚，希望能加以改善。下次还会选择入住这里。
0	居然没其它附件，鼠标，包这种，再怎么也要有的吧。还有就是太热了！GPU随便就到70摄氏度，CPU也要六十度以上，夏天使用让人担心啊
1	以前去过大连，今年选择住在博览，总体感觉还是挺好的，就是住在这里的日本人挺多的，最讨厌小日本了。我个人习惯住酒店最在意的是卫生，尤其卫生间的卫生最重要，这里的卫生条件还是让人满意的，服务也不像说的那么不好，服务人员态度都很热情友好，有问题很快都得到解决，房间打扫也很及时，我住的房间视野比较好，可以看到大连美丽的夜景，下次去大连还决定住这家，不错不错 补充点评 2007年8月24日 ： 另外值得一提的是，酒店地理位置不错，从这里到各大景点和购物区都有直达的公交车
1	外观非常漂亮 harman/kardon?扬声器不是盖的 有音箱的感觉 系统自带office2007
0	房价比较贵！楼很高，大堂比较宽敞，房间也够大。但是硬件设施也就是八十年代末，九十年代初的水平，显得老旧，家具起皮，洁具是老一代科勒排队，但已没有了光泽，洗手盆的下水口里卡者牙膏盖子。卫生条件绝对没有四星级，新换的床单上还有不知谁的体毛！电梯里的地毯好像已经洗不出来原色了，房间里也别想找到一尘不染的感觉。服务也不够四星级，门卫冷漠地看着我提着行李来，拖着行李走，估计不叫到头上估计不会主动帮忙。客房服务也不敢恭维，我半夜三点钟才入住的，结果纲要睡下服务员就来敲门，给我送水和一次性用品。精神可嘉！但时间不对。房间里有宽带插头，但不知为什么用不了。地点还算可以。我后来想通了，估计是石油人兴建的，以公款消费为主，所以价格贵、服务差，不重视酒店的管理。要是自己旅行还是少住！
0	没有操作说明书，摄像头让我一番好找； 最后还是不能ghost，试过很多方法，不知道是sis芯片组问题还是其他原因，等待高手！
1	非常不错的一家酒店。没有什么可以挑剔的了。
1	很好的酒店，很喜欢，房间很干净很漂亮，从房间的窗口看出去，超美的，在市中心区域，出行也非常的方便，有机会一定会再住的。
1	酒店有点旧，房间比较小，但酒店的位子不错，就在海边，可以直接去游泳。8楼的海景打开窗户就是海。如果想住在热闹的地带，这里不是一个很好的选择，不过威海城市真的比较小，打车还是相当便宜的。晚上酒店门口出租车比较少。
1	几乎一口气看完时先生的书，看完后心情沉重：世界原来如此格局，中国人命运如此坎坷，世界从此不再平静，惊涛骇浪令人震惊。我相信看过此书的人都会从中受益，或许它会改变你一辈子，我相信它已经改变了我，因为“我的世界”从此不再模糊不清。谢谢时先生，感谢他倾尽心血写就如此伟大的一本书，用他独特而有效的“利益分析法”和广阔但又不失细致的视角，教会我们：世界应该这样看！
0	楼很老,房间很大,服务不错. 二楼的早茶不错.
0	读此书几章，是难读完！内容好像是***宣传的东西，叫人逆来顺受，凡事忍气吞声，强调调节自己的心情。类似阿Q精神自我释然。读本书不能让人精神气爽，更不能让人励精图治，也不像散文让人清净。总之超作胜于本书价值！
1	外型漂亮,漂亮,漂亮,漂亮,噪音小,几乎没噪音,键盘超好用,摸着好舒服的,散热也很好,电池很好,时间真的很长,白天视频效果很好,好喜欢,好喜欢
0	所有观点都是泛泛而谈，点到即止，没有实际效用．很失望．对任何一个受过教育的女性来说都米啥大作用
0	机子本身电力不够用，必须得接上电源显示频才看的清，拔掉电源就变得灰暗了。晕！
0	重量还是稍重了些，然后电池拿出来吓了我一跳，这个电池也太小了，和竹竿差不多，难怪标称2小时使用时间。然后这个还是有点厚，买的一个笔记本内胆差点塞不进去。
0	令我不满意的是，京东到货不由分说的立马付款，不让验货，比较霸道
1	HP的牌子，值这个价格。这款本本在国内的出货比美国慢，造型紧凑，适合女生使用。
1	一直都想给儿子买国内的科普读物，但是都没有买，原因是说教味太浓了。其实科学应该就在平时的生活之中，就象这套书，让孩子很快就喜欢上它。所以后来科普方面的书，都买国外的了。那时儿子5岁时别人送的一套《中国少儿百科全书》内容是蛮多的，也很严谨，但是太枯燥了，孩子这多年了，都没有动过，还象新的一样。倒是这套书（1-3）都翻的旧了。
1	轻巧，外观和图片一样的，我喜欢 带电时间经过实际运行检验5~6小时，还是够长了 立体音效也非常不错，蓝牙功能和手机连接比较方便
0	屏的分辨率最高1440*900。字体小但很细腻。有点累眼。调到1280*768后，字体等不细腻了。
1	1.整体外观时尚大方,钢琴烤漆. 2.主流配置,DDRI3代内存.大大提升运行速度. 3.LED完美屏,亮度更高,更节能.使用寿命更长. 4.杜比声音,效果不错
0	这本书实在是太烂了,以前听浙大的老师说这本书怎么怎么不对,哪些地方都是误导的还不相信,终于买了一本看一下,发现真是~~~无语,这种书都写得出来
1	酒店的性价比很高.我特别要感谢早餐厅的服务员,8月2日早晨我吃完早餐将小包留在椅子上,很快服务员将包送到总台.很感谢!要表扬.在走廊上遇到服务员,他们总微笑地与你打招呼.总之,对大世界酒店的服务很满意!
0	我要的书送错了，至今还不知道怎么办理退货呢？当当的售后服务果真如网上说的一样差！！！
1	外观我喜欢，总体来说还不错,买了四五天了,还未发现问题,驱动可以上官网下载,也挺快的.
0	我看过朋友的还可以，但是我订的书迟迟未到已有半个月，都没有收到打电话也没有用，以后你们订书一定要考虑好！当当实在是太慢了
0	电池占据了后部的全部位置，致使其余三个方向的接口位置显得较为拥挤。操作系统是vista的，反应速度有点慢。
1	儿子六岁。爱看书，这是送给他的六一礼物。中午，看着动画片。我说，妈妈给你买了本书，放在他怀里，走开。他瞟了一眼，再看电视。再瞟一眼，再也没有放下。整整一周，出门吃个饭也带着。着迷一般。看了一遍再来一遍。我发现，孩子看书他并没有全部都领悟，但他照样可以乐趣无穷。他有他六岁与众不同的理解。这可是我高中才接触的东东哦。
1	作者笔下留情啊，深圳的自由作家远远没有《离婚未遂》笔下那么潇洒。事实上，深圳是一个典型的伪文化城市。没有文学院，歌舞团被解散，越剧团正解散，深圳不是文人的立身之地啊。但是，小说确实不错。所以，我仍然强烈推荐
1	好友托我买孩子的书，在当当网找了很久，似乎好书真得是太多太多，但是这套，我被它的插图和简要的文字描述所吸引，毫不犹豫就下了订单，预期希望朋友的孩子能喜欢。果然不负我所望，上星期拿到书后，朋友告诉我，孩子每晚是在这几个重复的动人的故事中入眠，成为她枕边的最好的朋友，所有的故事人物都是那么可爱而生动，所以的故事都是那么简单却又令人感动，孩子喜欢，连讲故事的大人都被激起了童心。
1	作为一家五星级的酒店，各项设施陈旧，房间面积显然没有达到五星的标准。酒店check in的速度极慢无比。晚上11点左右到达的，等了15分钟。房价太贵，除了地段的因素比较好，实在达不到五星级的酒店水平。早餐按ctrip的价格还算可以。房间的卫生间不错，水压很大水温舒适，也非常大没有局促感。建议大家可以考虑不远的粤海。
0	早餐不好,服务不到位,晚餐无西餐,早餐晚餐相同,房间条件不好,餐厅不分吸烟区.房间不分有无烟房.
1	这本书可以帮助小学生理解数学的很多应用 要比直接让小孩子做数学题更能引发孩子对数学的兴趣
1	性价比高，外观够炫，比较中看。音响是我最满意的部分，声效很好！！
1	本书一开始附带了大量的历史知识，看的我很不耐烦，觉得也没组织好头绪，很乱的感觉，但是似乎大家对这本书评价还不错，那么耐着性子看下去，从第三本开始，真的发现渐入佳境，作者开始找到感觉le事情的进展开始有那么些意思了，最后一口气看完全部五本，发现喜欢上了这套书，看来还要继续追下去，只是可惜还没出完，真希望看到后面，不知道作者会给我们怎样的结果？
0	订的210的标A，酒店大堂和整体环境看起来还不错，但一进房间感觉太糟脏兮兮的臭臭的，卫生间看了都不想进去，所谓的宽带上网是提供一个什么电力宽带modem，根本就无法接通，在等了将近2小时，其间打了无数个电话投诉，仍然无法上网，后与大堂经理交涉不能上网要退房，被告知要我带着自己的电脑去其他楼层去试如果能上网的话可以调到那个楼层。被断然拒绝后大堂经理又提出调换到二楼，二楼是大家常用到的那种宽带，不用再接电力modem，不过要我们加钱，这时已经3个小时过去了，我们无力再去理论，后搬到二楼。一直以为调换的是标B的房型，后来退房的时候才知入住的是豪华房要400多，附近有几间经济型酒店才180，干净还能上网。新华的房价太贵了，而且携程的价格一点都不便宜，前台给其他客人的标A和标B才150和190块。 以后不会来这里入住，周边的酒店要比这里好多了。
1	我非常喜欢这本书，终于买到了。但是，遗憾的是，当当送的货书角有折及破损，对于一个很爱书很珍惜书的人来说，我需要的是完美的东西。你觉得看书都用书签的人能忍受自己书的破损吗？该书我已经包好了，希望当当下次发货的时候注意外包，不要把些残损的东西发来，这是对我们读者的不尊重，也是对你们自己的不尊重。前期工作都做到99%了，为什么要在最后让人失望呢？希望能改进。谢谢！
1	香港的酒店在面積方面就不需要強求什麼了﹗這家酒店設施已經比較陳舊了，不過交通比較方便的﹗服務方面尚可﹗
1	听说是柳州最好的饭店了,原来是市政府的招待所.靠近一条河,景观不错. 出行交通也还可以. 房间没有留下什么特别深的印象,但是觉得底楼中餐厅的服务员态度特别好, 勤快,亲切,吃顿饭送了好几次热毛巾.
1	拿到书便用了一晚上的时间看完了。早先已经听到一些关于这部小说的评论，主要来自于香港和台湾的读者。的确如张爱玲本人估计，很多人读完小说便忙着对号入座起来。看完小说，才知道，让人觉得这不是自传体小说，实在太困难了。但还是觉得这本小说的文学价值之高，会让人忽略其情节和作者生事的相似性。张爱玲那种出离于世的眼光，和分明一个平凡女子的柔弱情怀，以及那些简练而精辟的笔法，不能不让人惊叹。
1	大品牌，而且在各项参数的对比下是最便宜的一款了。拿到手里发现外观也很不错，用起来没有什么问题。
1	我是九月份入住的，600多一晚，定的是普通标准简但前台主动免费升级到了15楼的海景房，态度好风景好。其实住在西环挺好的，电车和巴士方便便宜，上次我也住在附近的Ramada感觉挺好。缺点是房间有点旧、壁纸感觉不太干净。
0	因为看销售量很好然后就给我侄女买了也不知道是我智商的问题反正外国的小说我怎么地都没看明白何况我侄女的了……
1	酒店设施稍显陈旧,但干净整洁,早餐六点开始(很好),品种较多,但明档的食品六点去是吃不到的,略显遗憾啊
1	性价比高，屏幕大，从大小上来看最适合家用，看电影网游戏很爽，声音也很大。全键盘，要习惯以后还真方便，机器发热的地方在数字小键盘下面，平时都触不到。装了XP和vista双系统，所有硬件都兼容。驱动用的全是自带光盘里的。
1	今年第二次入住该酒店，这次和好友一起去HK购物，还是首选这间酒店，虽然，酒店离市区较远，但是，在尖沙嘴的半岛酒店那里有免费的班车（整点一趟）回酒店。酒店的房间很大，大约有二十几平方，我住了二次都是有无敌海景的房间，住入时选择靠游艇俱乐部这边的房间，都可以看到海，另外，六楼以下的房间还有一个露台，感觉非常好。酒店的早餐也非常丰富（值得一试），可以坐在露天的花园边上吃，吃完早餐去花园走走，感觉真的很好。出酒店不远的地方就是沙滩，酒店不远处也有7-11（24小时便利店），小超市（里面有新鲜的水果卖），还有一个吃东南亚菜的餐馆，名字不记得了。酒店唯一另人不太满意的地方就是房间内设施比较陈旧，不过洗手间是很不错的，有一个单独的沐浴间。如是你是一家去HK渡假，选这间酒店，一定错不了。
1	感觉还不错.住的大床房.房间小了点.不过比较经济实惠的.床是塌塌米型的,可惜席梦丝可能不是很好,睡得人第二天起来腰酸酸的.送两瓶水,还有些小东西也不错的.在海宁的中心地段,还方便的.
0	XP下如何用指纹，有人才告诉我一下吗？IBM有软件打开的ACER的好像也有个软件，装了却打不开，点来电去没反应。散热量跟我THINKPAD X200比太热，跟我的COMPAQ V3803TX比还算好的
0	这款本装VISTA肯定不行必须升级，而华硕提供的主板驱动都是vista的，没有XP系统的驱动，问客服只能从官网下，去官网下打不开页面，刷新多次才行，打开靠运气。如果没预装可以让客户选择购买呀太懒了也！
0	该酒店是携程所介绍的最差的，早饭很差，一大群服务员坐在一旁的挖鼻屎、化妆、大声说话，恶心！ 补充点评 2006年11月6日 ： 大房间里没有小床，设施简单。
0	　　入住的时候我强调不要靠窗的房间，结果晚上休息的时候发现自己根本就是住在马路上。 　　凌晨一点睡下，窗户外传来嘹亮的汽车喇叭声，而且连绵不绝，拉萨的司机在一点多也频繁按喇叭； 　　在床上还可以听到大街上人高声说话的声音、楼下店铺关门的声音。 　　天哪，噩梦啊！ 　　马上要求换房间，答应的比较快，原来还有其他的房间空着！他们把条件好的房间空着，却把客人安排在靠近马路的房间！实在可恶
0	也是看炒作得这么热才买的，所谓希望越大失望越大，大概就是这个意思吧。有点像读者这种杂志里的文章。
1	未入住前，看了上面的点评还是有些不安的。入住后感觉还可以，在芜湖这个地方，说实在的能住到这样的宾馆应该说是不错了。以后去芜湖还会选择该酒店的。
0	房间还不错，够大，不过床头有部分发霉的迹象，218元的价格还是太贵
0	该酒店根本就达不到星级标准,是当地工商局办的,估计就是原来的招待所,前天晚上我刚住了一晚,室外-3度,室内温度不会超过10度,更晕的是晚上12点空调关闭,网速很慢,按当地的消费水平,标准间最多就是120元的水平,可携程的预定价是180元,不值!早餐很差!
1	还不错的酒店, 地点很好, 就在火车站出来. 一楼有点吵, 有旅行团也有来吃饭的客人, 不过不影响住宿
0	看完了，书印的挺精致，但是内容：泡菜女人的喃喃自语，很一般啦！这本书总体感觉“见面不如闻名”。建议上网去下载一本瞅瞅就得了，别花钱买了。
1	电池果然是待机九个小时以上的，使用七个小时左右。难得。 做工还算精细，电池外观设计合理，键盘打字比较顺畅，也许因为本人手小。麦克风收音还不错听。 除了所谓3G以外，功能比较齐全，即使品质一般，至少具备了作为第二台电脑的职能，便携够用，当然光驱除外，游戏免谈。 关于字小的问题，正好可以限制自己的上网时间，也算优点，哈哈。
1	很不错的，3699，超值，sis的板子也没有大家想的那么差。一般使用足够了。
1	房间设备太破,连喷头都是不好用,空调几乎感觉不到,虽然我开了最大 另外就是设备维修不及时,洗澡用品感觉都是廉价货,味道很奇怪的洗头液等等... 总体感觉服务还可以,设备招待所水平...
1	饭店地理位置是非常适合夏天度假的地方,硬件设施差于5星,服务达标,早餐自助餐比较简单,打的比较困难.
0	出于我第一次住上像这样的所谓3星级酒店，我也来说两句。。。 蓝天实在是太烂了，房间程度还是过的去，但是服务态度简直就是垃圾级的；宽带不好使，晚上直接就是不能用了，问了说是出故障；中午要了份 意大利牛肉粉 吃了差点没吐出来；白天忙着应酬、签完协议回来，晚上性骚扰的电话响了N次； 说到气人的事了：早上退房，总服务台联系楼层，第一次楼层说我喝了矿泉水，我就直接告诉总服务台房间里面什么都没有，可能吗？接着楼层又说我喝了可乐？？？晕死了。。。第三次楼层又说我把卫生间的避孕套的盒子给拆了？？？？？？差点没我给气死了。。。我火了就问了到底是怎么回事，就你们这样还是3星级的酒店？？后来装了个样查了查说是7月5日的住客消费了。。。呵呵。。。足足等了20分钟才弄清楚。同时也让开车来送我去机场的朋友在那站了20分钟看着。。。真冒汗了。。。
1	封面很漂亮，纸张也不错，只是送过来的时间有点长啊
0	说明书简陋 随盘带的软件没有详细说明做什么用的 装的时候都不知道 不装的话 有些快捷键没法用 装的话不知道那个是那个
0	收到书就随手翻看了个大概，觉得一般，感觉有那种各种中医书上再摘录整理，用自己的语言加工过的感觉，而且写得很粗糙，像是随口说说，而不像书。后悔买！不知道作者的工作什么是什么，但就此书看来，非常不专业，也许是想出点书也过过出在的什么人都能出书的作家瘾吧！
1	这本书是我们同事推荐的，现在已是公司人手一册啦！如果是第一次养育宝宝，会有意想不到的收获，重要的是教会你注重宝宝的个性，保护宝宝的个性，如何避开护理的误区，如何第一时候掌握病情，如何第一时间解决问题，如何预见和防护宝宝的安全。如果你是自己带宝宝就会觉得有信心处理好，在你看来意想不到，但对于宝宝来说却是非常自然的生理情况。经历了，就会爱上这本书！
1	工艺设计和做工都不错，电池、无线、散热出色，CPU N280性能超出我的预期，一般应用足够。华硕品质可以的，值得为此多花几百块。
